face_id,criminal_id,image_path,face_encoding,image_resolution,capture_angle,lighting_condition,facial_expression,beard_status,glasses_status,mask_status,capture_date,source_type,confidence_score
3292,CRM-IND-01502,mock_images/faces/CRM-IND-01502_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Bright,Smiling,0,0,0,2024-01-10,Surveillance,0.9412
3293,CRM-IND-01502,mock_images/faces/CRM-IND-01502_face_3.jpg,<128d_vector_blob>,250x250,Front,Artificial,Angry,0,1,0,2024-12-04,CCTV,0.843
3294,CRM-IND-01502,mock_images/faces/CRM-IND-01502_face_4.jpg,<128d_vector_blob>,250x250,Front,Normal,Serious,0,0,0,2024-02-23,Social Media,0.7706
3295,CRM-IND-01502,mock_images/faces/CRM-IND-01502_face_5.jpg,<128d_vector_blob>,250x250,Overhead,Normal,Neutral,1,0,0,2022-06-08,Surveillance,0.7317
3296,CRM-IND-01502,mock_images/faces/CRM-IND-01502_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2025-05-23,Arrest Photo,0.8217
3297,CRM-IND-01503,mock_images/faces/CRM-IND-01503_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Fearful,0,0,0,2022-05-05,Arrest Photo,0.8128
3298,CRM-IND-01503,mock_images/faces/CRM-IND-01503_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2024-03-31,Arrest Photo,0.9317
3299,CRM-IND-01504,mock_images/faces/CRM-IND-01504_face_1.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2022-12-31,CCTV,0.8832
3300,CRM-IND-01504,mock_images/faces/CRM-IND-01504_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2024-09-11,Arrest Photo,0.9591
3301,CRM-IND-01505,mock_images/faces/CRM-IND-01505_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2024-02-18,Arrest Photo,0.8132
3302,CRM-IND-01506,mock_images/faces/CRM-IND-01506_face_1.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Angry,1,0,0,2023-01-10,Manual Upload,0.9276
3303,CRM-IND-01506,mock_images/faces/CRM-IND-01506_face_2.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2024-12-12,Surveillance,0.6958
3304,CRM-IND-01506,mock_images/faces/CRM-IND-01506_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2024-09-22,Arrest Photo,0.7832
3305,CRM-IND-01507,mock_images/faces/CRM-IND-01507_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Natural daylight,Fearful,0,0,0,2023-11-23,Manual Upload,0.8025
3306,CRM-IND-01507,mock_images/faces/CRM-IND-01507_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Angry,1,0,0,2025-10-09,Manual Upload,0.9389
3307,CRM-IND-01507,mock_images/faces/CRM-IND-01507_face_3.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Neutral,1,0,0,2022-02-19,Surveillance,0.5933
3308,CRM-IND-01507,mock_images/faces/CRM-IND-01507_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2022-08-01,Arrest Photo,0.9891
3309,CRM-IND-01508,mock_images/faces/CRM-IND-01508_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,1,0,2022-06-15,Arrest Photo,0.9525
3310,CRM-IND-01509,mock_images/faces/CRM-IND-01509_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2022-01-27,Arrest Photo,0.9253
3311,CRM-IND-01510,mock_images/faces/CRM-IND-01510_face_1.jpg,<128d_vector_blob>,250x250,Front,Normal,Serious,0,0,0,2024-11-12,Manual Upload,0.9021
3312,CRM-IND-01510,mock_images/faces/CRM-IND-01510_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Serious,0,0,0,2024-03-03,Arrest Photo,0.6615
3313,CRM-IND-01510,mock_images/faces/CRM-IND-01510_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2023-10-15,Arrest Photo,0.7582
3314,CRM-IND-01511,mock_images/faces/CRM-IND-01511_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2024-08-17,Arrest Photo,0.9881
3315,CRM-IND-01512,mock_images/faces/CRM-IND-01512_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2025-06-03,Arrest Photo,0.7907
3316,CRM-IND-01513,mock_images/faces/CRM-IND-01513_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2024-08-27,Arrest Photo,0.7972
3317,CRM-IND-01514,mock_images/faces/CRM-IND-01514_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2022-04-05,Arrest Photo,0.8792
3318,CRM-IND-01515,mock_images/faces/CRM-IND-01515_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,1,0,2025-11-03,Arrest Photo,0.7917
3319,CRM-IND-01516,mock_images/faces/CRM-IND-01516_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2025-03-07,Arrest Photo,0.9074
3320,CRM-IND-01517,mock_images/faces/CRM-IND-01517_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2023-06-23,Arrest Photo,0.7582
3321,CRM-IND-01518,mock_images/faces/CRM-IND-01518_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,1,0,0,2022-03-19,Arrest Photo,0.9007
3322,CRM-IND-01519,mock_images/faces/CRM-IND-01519_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2024-07-17,Arrest Photo,0.9425
3323,CRM-IND-01520,mock_images/faces/CRM-IND-01520_face_1.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Smiling,0,0,0,2022-02-12,CCTV,0.7596
3324,CRM-IND-01520,mock_images/faces/CRM-IND-01520_face_2.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2024-11-06,CCTV,0.7197
3325,CRM-IND-01520,mock_images/faces/CRM-IND-01520_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2022-10-29,Arrest Photo,0.8584
3326,CRM-IND-01521,mock_images/faces/CRM-IND-01521_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,1,0,0,2022-02-24,Arrest Photo,0.788
3327,CRM-IND-01522,mock_images/faces/CRM-IND-01522_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-11-01,Arrest Photo,0.84
3328,CRM-IND-01523,mock_images/faces/CRM-IND-01523_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2025-08-29,Arrest Photo,0.9344
3329,CRM-IND-01524,mock_images/faces/CRM-IND-01524_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,1,1,0,2023-12-18,Arrest Photo,0.9671
3330,CRM-IND-01525,mock_images/faces/CRM-IND-01525_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2022-03-30,Arrest Photo,0.7872
3331,CRM-IND-01526,mock_images/faces/CRM-IND-01526_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-05-17,Arrest Photo,0.8914
3332,CRM-IND-01527,mock_images/faces/CRM-IND-01527_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2025-11-08,Arrest Photo,0.9549
3333,CRM-IND-01528,mock_images/faces/CRM-IND-01528_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2025-01-19,Arrest Photo,0.825
3334,CRM-IND-01529,mock_images/faces/CRM-IND-01529_face_1.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Serious,0,0,0,2022-05-24,Social Media,0.8348
3335,CRM-IND-01529,mock_images/faces/CRM-IND-01529_face_2.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Neutral,0,1,0,2023-08-17,CCTV,0.7092
3336,CRM-IND-01529,mock_images/faces/CRM-IND-01529_face_3.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Serious,0,0,0,2025-07-10,Surveillance,0.9238
3337,CRM-IND-01529,mock_images/faces/CRM-IND-01529_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2023-10-21,Arrest Photo,0.8183
3338,CRM-IND-01530,mock_images/faces/CRM-IND-01530_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2024-09-25,Arrest Photo,0.8198
3339,CRM-IND-01531,mock_images/faces/CRM-IND-01531_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Serious,0,0,0,2025-04-01,CCTV,0.7354
3340,CRM-IND-01531,mock_images/faces/CRM-IND-01531_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Angry,0,0,0,2024-09-24,Manual Upload,0.7527
3341,CRM-IND-01531,mock_images/faces/CRM-IND-01531_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-11-16,Arrest Photo,0.7991
3342,CRM-IND-01532,mock_images/faces/CRM-IND-01532_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,1,0,2022-09-04,Arrest Photo,0.8571
3343,CRM-IND-01533,mock_images/faces/CRM-IND-01533_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Natural daylight,Fearful,1,0,0,2023-11-12,Surveillance,0.7229
3344,CRM-IND-01533,mock_images/faces/CRM-IND-01533_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2022-02-26,Arrest Photo,0.914
3345,CRM-IND-01534,mock_images/faces/CRM-IND-01534_face_1.jpg,<128d_vector_blob>,250x250,45-degree Right,Artificial,Angry,1,1,0,2025-07-18,Social Media,0.8934
3346,CRM-IND-01534,mock_images/faces/CRM-IND-01534_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2023-05-20,Arrest Photo,0.9371
3347,CRM-IND-01535,mock_images/faces/CRM-IND-01535_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,1,0,2024-11-24,Arrest Photo,0.836
3348,CRM-IND-01536,mock_images/faces/CRM-IND-01536_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Fearful,1,0,0,2022-06-08,Manual Upload,0.7324
3349,CRM-IND-01536,mock_images/faces/CRM-IND-01536_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2025-08-20,Arrest Photo,0.8472
3350,CRM-IND-01537,mock_images/faces/CRM-IND-01537_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,0,0,2023-01-24,Arrest Photo,0.882
3351,CRM-IND-01538,mock_images/faces/CRM-IND-01538_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,1,1,0,2022-12-22,Arrest Photo,0.7547
3352,CRM-IND-01539,mock_images/faces/CRM-IND-01539_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-04-16,Arrest Photo,0.873
3353,CRM-IND-01540,mock_images/faces/CRM-IND-01540_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,1,0,2023-01-11,Arrest Photo,0.9463
3354,CRM-IND-01541,mock_images/faces/CRM-IND-01541_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-07-26,Arrest Photo,0.9409
3355,CRM-IND-01542,mock_images/faces/CRM-IND-01542_face_1.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Serious,1,0,0,2022-11-09,Surveillance,0.6796
3356,CRM-IND-01542,mock_images/faces/CRM-IND-01542_face_2.jpg,<128d_vector_blob>,250x250,Front,Normal,Serious,0,0,0,2025-11-14,Arrest Photo,0.6532
3357,CRM-IND-01542,mock_images/faces/CRM-IND-01542_face_3.jpg,<128d_vector_blob>,250x250,Left Profile,Artificial,Neutral,1,0,0,2023-04-18,Manual Upload,0.6717
3358,CRM-IND-01542,mock_images/faces/CRM-IND-01542_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2022-08-30,Arrest Photo,0.9112
3359,CRM-IND-01543,mock_images/faces/CRM-IND-01543_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,1,0,2025-02-19,Arrest Photo,0.9563
3360,CRM-IND-01544,mock_images/faces/CRM-IND-01544_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Natural daylight,Smiling,0,0,0,2023-10-25,CCTV,0.6994
3361,CRM-IND-01544,mock_images/faces/CRM-IND-01544_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Fearful,0,0,1,2025-12-30,Arrest Photo,0.8685
3362,CRM-IND-01544,mock_images/faces/CRM-IND-01544_face_3.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Neutral,1,1,0,2024-10-31,Surveillance,0.7172
3363,CRM-IND-01544,mock_images/faces/CRM-IND-01544_face_4.jpg,<128d_vector_blob>,250x250,Left Profile,Bright,Serious,1,0,0,2025-12-14,Arrest Photo,0.7009
3364,CRM-IND-01544,mock_images/faces/CRM-IND-01544_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2025-05-22,Arrest Photo,0.8217
3365,CRM-IND-01545,mock_images/faces/CRM-IND-01545_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2023-09-22,Arrest Photo,0.753
3366,CRM-IND-01546,mock_images/faces/CRM-IND-01546_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,0,0,2022-08-07,Arrest Photo,0.8433
3367,CRM-IND-01547,mock_images/faces/CRM-IND-01547_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Natural daylight,Serious,0,0,0,2024-04-07,Arrest Photo,0.7253
3368,CRM-IND-01547,mock_images/faces/CRM-IND-01547_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2023-01-04,Arrest Photo,0.821
3369,CRM-IND-01548,mock_images/faces/CRM-IND-01548_face_1.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Serious,0,1,0,2023-02-15,Social Media,0.7973
3370,CRM-IND-01548,mock_images/faces/CRM-IND-01548_face_2.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Angry,0,0,0,2025-07-06,Arrest Photo,0.9141
3371,CRM-IND-01548,mock_images/faces/CRM-IND-01548_face_3.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Angry,1,1,0,2024-10-10,Arrest Photo,0.9059
3372,CRM-IND-01548,mock_images/faces/CRM-IND-01548_face_4.jpg,<128d_vector_blob>,250x250,Overhead,Normal,Fearful,0,0,0,2024-01-13,Arrest Photo,0.5632
3373,CRM-IND-01548,mock_images/faces/CRM-IND-01548_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2022-06-19,Arrest Photo,0.8123
3374,CRM-IND-01549,mock_images/faces/CRM-IND-01549_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Serious,0,0,0,2024-02-23,CCTV,0.9497
3375,CRM-IND-01549,mock_images/faces/CRM-IND-01549_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-06-18,Arrest Photo,0.7696
3376,CRM-IND-01550,mock_images/faces/CRM-IND-01550_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,0,0,2025-05-13,Arrest Photo,0.7543
3377,CRM-IND-01551,mock_images/faces/CRM-IND-01551_face_1.jpg,<128d_vector_blob>,250x250,Front,Artificial,Angry,1,0,0,2024-01-08,Surveillance,0.7857
3378,CRM-IND-01551,mock_images/faces/CRM-IND-01551_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2024-11-07,Arrest Photo,0.9831
3379,CRM-IND-01552,mock_images/faces/CRM-IND-01552_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Low light,Serious,0,0,0,2023-11-10,Social Media,0.8301
3380,CRM-IND-01552,mock_images/faces/CRM-IND-01552_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2025-07-21,Arrest Photo,0.7708
3381,CRM-IND-01553,mock_images/faces/CRM-IND-01553_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-05-20,Arrest Photo,0.8471
3382,CRM-IND-01554,mock_images/faces/CRM-IND-01554_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,1,0,0,2025-05-08,Arrest Photo,0.7615
3383,CRM-IND-01555,mock_images/faces/CRM-IND-01555_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,1,0,2023-02-06,Arrest Photo,0.8328
3384,CRM-IND-01556,mock_images/faces/CRM-IND-01556_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,1,0,2022-12-09,Arrest Photo,0.8165
3385,CRM-IND-01557,mock_images/faces/CRM-IND-01557_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2023-01-27,Arrest Photo,0.9777
3386,CRM-IND-01558,mock_images/faces/CRM-IND-01558_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2024-08-30,Arrest Photo,0.7601
3387,CRM-IND-01559,mock_images/faces/CRM-IND-01559_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2023-12-14,Arrest Photo,0.8331
3388,CRM-IND-01560,mock_images/faces/CRM-IND-01560_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2025-01-09,Arrest Photo,0.7869
3389,CRM-IND-01561,mock_images/faces/CRM-IND-01561_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Artificial,Angry,0,0,0,2023-04-20,Surveillance,0.8718
3390,CRM-IND-01561,mock_images/faces/CRM-IND-01561_face_2.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Neutral,0,0,0,2022-12-02,Surveillance,0.7391
3391,CRM-IND-01561,mock_images/faces/CRM-IND-01561_face_3.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Serious,0,0,0,2023-09-25,Social Media,0.9438
3392,CRM-IND-01561,mock_images/faces/CRM-IND-01561_face_4.jpg,<128d_vector_blob>,250x250,Overhead,Artificial,Angry,0,0,0,2022-02-02,Arrest Photo,0.8366
3393,CRM-IND-01561,mock_images/faces/CRM-IND-01561_face_5.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Serious,0,0,1,2022-12-03,Manual Upload,0.8675
3394,CRM-IND-01561,mock_images/faces/CRM-IND-01561_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2024-08-04,Arrest Photo,0.8756
3395,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_1.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Neutral,0,0,0,2025-11-29,Arrest Photo,0.7039
3396,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_2.jpg,<128d_vector_blob>,250x250,45-degree Right,Bright,Neutral,0,0,1,2024-02-28,Surveillance,0.5864
3397,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_3.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Serious,0,0,0,2024-11-24,CCTV,0.8422
3398,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_4.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Serious,0,0,0,2023-06-04,Manual Upload,0.8663
3399,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_5.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Fearful,0,1,0,2024-01-11,Social Media,0.5819
3400,CRM-IND-01562,mock_images/faces/CRM-IND-01562_face_6.jpg,<128d_vector_blob>,250x250,45-degree Right,Normal,Smiling,0,1,0,2023-11-15,Social Media,0.6459
3401,CRM-IND-01562,mock_images/faces/CRM-IND-01562_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-09-01,Arrest Photo,0.7705
3402,CRM-IND-01563,mock_images/faces/CRM-IND-01563_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,0,0,2025-02-17,Arrest Photo,0.9647
3403,CRM-IND-01564,mock_images/faces/CRM-IND-01564_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,1,0,2023-11-04,Arrest Photo,0.8041
3404,CRM-IND-01565,mock_images/faces/CRM-IND-01565_face_1.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Serious,0,0,0,2022-12-12,Arrest Photo,0.8502
3405,CRM-IND-01565,mock_images/faces/CRM-IND-01565_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-04-19,Arrest Photo,0.9277
3406,CRM-IND-01566,mock_images/faces/CRM-IND-01566_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,1,0,2022-01-07,Arrest Photo,0.8936
3407,CRM-IND-01567,mock_images/faces/CRM-IND-01567_face_1.jpg,<128d_vector_blob>,250x250,Front,Bright,Smiling,0,0,0,2023-12-14,Social Media,0.6326
3408,CRM-IND-01567,mock_images/faces/CRM-IND-01567_face_2.jpg,<128d_vector_blob>,250x250,Left Profile,Artificial,Angry,0,0,0,2025-04-27,Manual Upload,0.7939
3409,CRM-IND-01567,mock_images/faces/CRM-IND-01567_face_3.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Serious,1,0,0,2024-10-08,Manual Upload,0.5709
3410,CRM-IND-01567,mock_images/faces/CRM-IND-01567_face_4.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Fearful,1,0,0,2022-08-31,Surveillance,0.7908
3411,CRM-IND-01567,mock_images/faces/CRM-IND-01567_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2025-02-15,Arrest Photo,0.8416
3412,CRM-IND-01568,mock_images/faces/CRM-IND-01568_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-09-11,Arrest Photo,0.7864
3413,CRM-IND-01569,mock_images/faces/CRM-IND-01569_face_1.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,0,0,2023-07-16,Social Media,0.674
3414,CRM-IND-01569,mock_images/faces/CRM-IND-01569_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2024-05-12,Arrest Photo,0.9325
3415,CRM-IND-01570,mock_images/faces/CRM-IND-01570_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2024-05-14,Arrest Photo,0.9362
3416,CRM-IND-01571,mock_images/faces/CRM-IND-01571_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,1,0,2025-05-26,Arrest Photo,0.9106
3417,CRM-IND-01572,mock_images/faces/CRM-IND-01572_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,0,0,2022-05-19,Arrest Photo,0.7522
3418,CRM-IND-01573,mock_images/faces/CRM-IND-01573_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-12-01,Arrest Photo,0.8994
3419,CRM-IND-01574,mock_images/faces/CRM-IND-01574_face_1.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Angry,0,1,0,2025-10-13,Social Media,0.7124
3420,CRM-IND-01574,mock_images/faces/CRM-IND-01574_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2024-12-14,Arrest Photo,0.9273
3421,CRM-IND-01575,mock_images/faces/CRM-IND-01575_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2023-03-11,Arrest Photo,0.9819
3422,CRM-IND-01576,mock_images/faces/CRM-IND-01576_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-01-23,Arrest Photo,0.9113
3423,CRM-IND-01577,mock_images/faces/CRM-IND-01577_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2024-12-19,Arrest Photo,0.8677
3424,CRM-IND-01578,mock_images/faces/CRM-IND-01578_face_1.jpg,<128d_vector_blob>,250x250,45-degree Right,Bright,Smiling,0,0,0,2024-03-30,Manual Upload,0.8952
3425,CRM-IND-01578,mock_images/faces/CRM-IND-01578_face_2.jpg,<128d_vector_blob>,250x250,Overhead,Artificial,Fearful,1,0,0,2022-04-02,CCTV,0.6717
3426,CRM-IND-01578,mock_images/faces/CRM-IND-01578_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,1,0,2024-09-11,Arrest Photo,0.8485
3427,CRM-IND-01579,mock_images/faces/CRM-IND-01579_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Neutral,1,0,0,2025-03-23,CCTV,0.8516
3428,CRM-IND-01579,mock_images/faces/CRM-IND-01579_face_2.jpg,<128d_vector_blob>,250x250,45-degree Right,Artificial,Fearful,0,0,0,2024-03-29,CCTV,0.6089
3429,CRM-IND-01579,mock_images/faces/CRM-IND-01579_face_3.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Smiling,0,0,0,2024-02-25,Surveillance,0.6983
3430,CRM-IND-01579,mock_images/faces/CRM-IND-01579_face_4.jpg,<128d_vector_blob>,250x250,Right Profile,Artificial,Smiling,0,0,0,2024-06-29,Arrest Photo,0.7024
3431,CRM-IND-01579,mock_images/faces/CRM-IND-01579_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2025-05-10,Arrest Photo,0.9579
3432,CRM-IND-01580,mock_images/faces/CRM-IND-01580_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,0,0,2025-11-21,Arrest Photo,0.8851
3433,CRM-IND-01581,mock_images/faces/CRM-IND-01581_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2022-02-09,Arrest Photo,0.7725
3434,CRM-IND-01582,mock_images/faces/CRM-IND-01582_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Serious,0,0,0,2024-08-26,Surveillance,0.7712
3435,CRM-IND-01582,mock_images/faces/CRM-IND-01582_face_2.jpg,<128d_vector_blob>,250x250,Front,Artificial,Smiling,0,0,0,2023-01-28,CCTV,0.8049
3436,CRM-IND-01582,mock_images/faces/CRM-IND-01582_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,1,0,0,2022-06-07,Arrest Photo,0.8054
3437,CRM-IND-01583,mock_images/faces/CRM-IND-01583_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2025-01-01,Arrest Photo,0.9477
3438,CRM-IND-01584,mock_images/faces/CRM-IND-01584_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Neutral,0,0,0,2022-09-02,Manual Upload,0.8555
3439,CRM-IND-01584,mock_images/faces/CRM-IND-01584_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2022-03-26,Arrest Photo,0.7769
3440,CRM-IND-01585,mock_images/faces/CRM-IND-01585_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,0,0,2022-11-27,Arrest Photo,0.8982
